"Time,fr","Time,min",cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25
1496,1495.233644,554.248,744.401,548.056,745.448,305.725,591.683,574.474,641.74,795.149,356.378,428.73,420.607,736.682,451.641,787.609,544.813,472.477,389.387,684.101,655.106,445.579,746.25,960.317,954.844,903.902
1497,1496.233132,526.149,699.133,512.777,689.954,290.136,566.671,541.114,584.878,729.812,321.084,390.973,385.51,677.785,414.5,729.072,521.564,430.529,365.894,620.476,590.393,414.306,713.295,918.171,901.612,859.725
1498,1497.23262,506.519,668.155,498.302,661.805,284.464,551.138,516.915,535.535,697.343,294.179,366.991,371.063,652.708,386.311,708.426,502.529,403.478,350.132,597.31,563.96,407.348,692.872,899.738,876.536,844.037
1499,1498.232107,498.835,655.513,477.26,642.733,279.347,535.739,509.532,505.692,677.437,277.576,349.554,361.278,628.556,363.415,688.693,491.015,387.273,343.603,583.62,537.92,395.303,690.958,883.935,840.34,821.809
1500,1499.231595,486.341,647.767,468.465,633.879,275.142,541.128,500.616,493.374,660.45,274.037,335.67,353.543,595.284,345.885,669.086,474.858,380.685,345.288,575.928,522.653,383.604,677.021,859.682,835.096,806.367
1501,1500.231083,476.886,640.23,452.947,625.091,270.865,534.461,498.128,476.019,629.538,261.215,326.525,352.012,600.744,340.302,654.074,478.288,376.187,345.781,566.584,510.487,368.475,674.976,852.778,832.479,800.651
1502,1501.230571,463.481,622.247,447.831,618.16,272.018,542.297,485.917,456.288,605.001,251.778,312.354,351.737,608.955,341.663,649.142,468.376,361.44,342.354,563.495,504.162,374.539,665.713,840.352,814.825,772.905
1503,1502.230058,517.239,723.095,522.359,653.24,291.003,569.631,569.976,472.028,730.873,278.096,358.646,365.87,654.236,357.113,681.277,471.265,374.868,354.154,565.449,514.705,380.643,687.968,895.558,864.862,820.651
1504,1503.229546,588.134,843.865,623.094,879.207,342.796,675.016,686.222,608.691,858.579,383.355,466.485,517.164,800.343,444.633,835.321,521.742,683.266,435.912,701.139,693.997,445.834,756.977,1027.155,1055.149,946.251
1505,1504.229034,576.719,813.281,584.261,844.373,344.779,684.146,681.252,646.287,835.064,371.171,452.332,498.778,849.64,479.275,857.294,562.118,600.499,475.788,762.47,746.422,476.35,775.66,1027.631,1060.145,956.962
1506,1505.228521,571.424,823.857,575.773,816.193,326.812,660.332,683.211,614.112,740.11,355.463,430.746,465.128,823.931,480.374,837.065,577.878,540.183,442.074,737.053,712.977,481.449,786.18,988.169,1036.52,912.369
1507,1506.228009,524.21,709.294,513.431,720.386,299.29,597.145,588.859,545.123,685.285,310.832,381.533,404.914,748.425,423.528,745.106,548.935,470.622,418.376,671.754,635.955,447.916,754.021,918.306,940.376,856.711
1508,1507.227497,495.193,649.552,478.215,668.769,281.603,582.823,552.781,504.705,651.704,285.186,348.429,385.963,686.688,387.171,700.204,517.152,426.221,382.381,639.013,577.718,418.343,715.297,879.065,889.837,807.813
1509,1508.226985,472.847,629.979,460.016,659.306,273.016,556.925,535.924,471.271,608.24,264.266,330.247,373.232,643.015,362.945,678.956,507.706,397.071,358.73,604.155,540.832,397.834,692.88,858.875,846.336,793.212
1510,1509.226472,468.09,614.463,441.06,620.975,264.188,553.825,511.282,449.628,587.372,244.429,316.367,352.915,625.538,347.573,651.666,480.616,382.285,349.81,586.149,518.839,387.427,674.728,835.886,819.181,778.887
1511,1510.22596,460.877,597.262,424.071,619.435,263.15,540.574,503.982,437.424,557.9,238.917,311.451,349.982,604.373,328.846,647.325,481.785,376.549,338.294,562.778,496.798,373.554,673.123,814.964,804.119,767.622
1512,1511.225448,443.167,585.161,417.673,591.942,256.767,543.675,490.678,422.062,536.955,229.996,304.999,345.584,590.939,324.584,631.545,461.483,366.955,336.744,544.534,477.81,362.308,670.328,806.782,784.779,741.104
1513,1512.224936,450.795,584.73,409.688,586.728,254.244,547.172,489.373,409.217,535.972,230.222,294.759,346.883,580.262,309.224,616.044,455.863,363.166,342.029,543.176,472.481,365.073,657.697,797.811,776.136,728.98
1514,1513.224423,449.168,582.871,417.442,584.96,256.079,540.162,476.073,403.171,557.021,227.91,298.635,343.895,563.598,310.335,604.398,452.584,360.908,330.08,531.772,463.374,365.757,649.173,776.346,755.894,703.91
1515,1514.223911,563.357,832.18,595.545,793.707,333.591,644.289,640.874,544.643,795.565,353.142,436.994,470.349,744.498,398.993,825.567,489.442,651.461,409.35,658.442,631.561,401.778,708.83,990.651,974.836,923.262
1516,1515.223399,587.882,855.931,610.256,860.962,340.417,729.746,680.737,583.821,767.703,371.501,453.317,512.215,815.707,448.603,819.962,563.634,650.397,537.269,742.639,719.617,460.998,778.414,979.272,1013.23,920.602
1517,1516.222887,569.933,800.108,577.605,804.726,320.158,679.966,647.218,615.24,794.476,383.844,460.014,453.612,770.281,426.845,793.378,555.972,538.376,474.117,717.098,715.147,454.373,749.609,965.04,1003.135,882.994
1518,1517.222374,513.414,689.486,500.979,699.587,291.737,620.476,567.817,547.883,681.498,334.367,402.324,403.281,705.585,383.817,720.816,529.498,473.17,427.506,651.31,614.925,432.413,725.102,887.144,896.936,822.582
1519,1518.221862,486.372,646.827,459.972,660.621,274.152,583.196,534.798,493.723,621.611,298.063,365.316,375.479,664.02,365.961,669.482,499.825,432.938,383.869,611.495,547.834,415.597,696.636,854.678,855.697,778.966
1520,1519.22135,466.455,619.117,433.264,620.242,263.729,562.053,521.486,452.422,591.16,267.229,334.985,361.034,631.648,345.744,653.985,476.934,393.618,345.497,581.65,515.319,391.572,669.022,816.594,809.441,755.759
1521,1520.220837,447.097,593.89,422.224,601.425,257.799,537.787,496.525,425.833,559.735,258.371,315.953,347.799,603.315,333.83,626.501,465.212,382.679,332.101,566.023,491.217,376.877,649.878,794.489,799.74,717.83
1522,1521.220325,437.791,578.603,407.706,592.815,252.915,529.775,490.428,411.037,533.117,232.861,301.288,345.92,567.922,318.69,612.097,456.103,367.689,317.902,539.783,472.193,370.823,643.08,772.062,772.866,701.063
1523,1522.219813,428.711,563.451,400.18,579.675,245.671,521.815,471.719,394.261,523.893,227.265,298.243,338.979,550.26,308.966,594.951,440.407,353.876,308.109,534.943,457.526,353.332,633.861,751.624,747.745,682.348
1524,1523.219301,422.814,556.141,394.991,565.089,248.223,509.769,466.508,376.871,500.585,223.525,286.955,335.153,524.171,296.292,577.016,433.088,340.942,295.738,526.726,444.244,352.08,617.018,733.022,715.589,655.172
1525,1524.218788,414.402,551.812,395.452,551.399,244.076,497.199,451.312,360.871,472.882,223.045,280.391,327.042,517.44,285.032,572.838,416.539,344.742,295.866,514.079,431.656,347.292,602.872,711.312,712.875,640.914
1526,1525.218276,415.781,545.099,378.055,552.858,238.464,497.724,444.956,354.595,458.376,213.617,275.097,328.891,497.907,280.011,566.578,409.429,332.402,279.818,499.199,433.325,338.876,593.035,700.537,698.963,629.836
1527,1526.217764,412.054,540.746,375.477,539.615,237.877,480.647,436.528,341.25,449.291,205.595,269.207,317.326,474.443,277.285,548.949,409.707,320.074,278.736,498.604,426.274,334.709,578.522,684.868,673.078,615.658
1528,1527.217252,406.932,542.266,367.3,520.945,234.808,484.889,431.498,336.785,432.737,203.966,265.382,318.654,462.276,264.635,539.241,397.755,315.121,274.035,490.075,424.788,333.682,585.816,672.633,676.157,598.282
1529,1528.216739,400.034,531.093,359.998,519.986,236.784,493.174,425.019,329.854,427.786,200.139,260.427,316.369,445.843,263.042,537.507,401.13,312.334,275.905,485.501,411.925,334.002,572.35,665.889,666.729,593.891
1530,1529.216227,448.116,582.386,426.281,520.642,240.798,505.483,418.161,341.183,547.398,232.944,304.037,321.448,452.899,256.906,524.731,404.528,323.693,278.712,490.885,420.096,325.276,574.328,672.65,661.107,599.889
1531,1530.215715,594.104,877.87,618.182,758.171,330.781,643.091,589.776,500.928,738.137,354.847,420.955,467.84,761.242,418.437,791.167,487.398,594.847,351.21,706.936,642.95,438.036,691.651,928.817,991.351,854.422
1532,1531.215202,618.439,871.898,630.4,865.978,358.772,710.574,640.974,524.224,688.816,380.747,465.847,542.048,870.425,468.563,803.702,584.046,668.069,450.647,819.033,721.349,552.187,782.194,931.476,1010.82,855.031
1533,1532.21469,620.687,850.646,613.236,773.668,327.929,670.323,605.481,479.643,593.603,349.422,427.295,478.155,801.652,439,731.605,601.13,559.356,413.812,773.176,665.523,522.181,785.844,882.744,951.94,796.697
1534,1533.214178,559.082,729.925,525.524,696.691,297.322,651.062,538.596,431.446,563.557,309.715,381.784,424.394,735.61,402.192,646.619,572.489,490.297,392.132,695.278,585.54,479.888,741.745,812.525,853.72,737.014
1535,1534.213666,514.271,656.709,468.688,631.037,271.895,606.102,493.392,396.729,527.583,281.589,348.676,396.192,694.961,372.813,616.838,545.622,431.737,366.679,655.327,531.887,449.339,703.076,780.003,811.818,701.294
1536,1535.213153,485.197,621.902,431.552,590.218,265.838,573.488,469.203,384.903,493.802,262.923,329.708,361.52,662.979,347.651,579.149,528.706,404.003,353.318,626.938,494.663,420.142,695.925,754.307,790.924,678.813
1537,1536.212641,469.375,591.294,419.455,565.056,254.567,543.275,454.708,373.895,468.671,246.298,314.603,346.223,628.384,337.58,562.134,507.988,380.182,323.1,599.94,473.032,399.731,681.426,735.303,759.846,650.133
1538,1537.212129,462.892,566.015,401.384,543.433,245.734,525.443,443.107,353.632,451.755,242.829,303.143,340.106,607.172,321.477,546.688,491.611,354.744,314.164,568.711,454.637,391.249,673.937,707.39,732.311,634.994
1539,1538.211617,447.614,554.727,386.857,530.308,243.866,514.584,433.61,347.496,427.249,228.769,286.747,325.032,571.281,309.3,526.042,475.821,344.944,297.244,557.21,435.1,384.092,657.79,695.187,709.936,613.756
1540,1539.211104,434.508,542.815,374.454,518.07,232.846,498.522,414.029,340.726,403.36,218.939,286.897,317.383,543.709,299.256,520.905,462.523,333.782,288.863,541.772,414.772,368.454,631.992,672.174,690.636,604.878
1541,1540.210592,424.154,532.623,363.717,508.007,230.06,493.212,399.023,325.816,399.528,204.816,272.96,316.737,533.931,288.312,514.05,452.115,322.153,282.579,519.196,402.064,360.179,620.803,654.433,662.75,592.705
1542,1541.21008,411.507,507.774,354.694,499.613,229.342,487.615,394.978,307.406,370.193,212.335,265.8,305.918,512.922,286.142,500.511,441.172,314.254,277.666,506.282,393.693,345.793,605.906,623.151,649.434,563.038
1543,1542.209567,405.652,496.856,343.287,491.848,218.681,471.986,378.771,300.461,347.868,194.439,261.688,302.328,476.994,271.224,472.56,423.296,302.577,265.732,493.374,380.637,341.068,584.41,603.933,614.954,536.846
1544,1543.209055,388.267,480.421,327.271,452.722,210.5,453.729,368.255,284.035,318.565,185.282,252.215,289.518,444.119,264.111,462.077,408.59,282.714,254.852,472.878,359.693,323.957,544.016,576.959,583.647,508.055
1545,1544.208543,378.664,461.542,317.482,445.911,204.644,432.614,355.203,272.644,322.315,179.755,245.012,277.623,420.037,248.4,455.578,386.534,285.965,249.659,461.507,347.346,313.916,511.912,554.591,567.9,486.006
1546,1545.208031,377.772,447.585,307.027,430.745,199.659,402.95,343.122,264.111,303.475,175.785,239.159,270.479,402.812,242.507,444.877,372.32,276.892,236.091,444.154,337.423,307.651,486.927,527.743,559.84,464.483
1547,1546.207518,368.989,443.736,300.692,405.648,193.772,382.396,332.426,252.136,291.78,165.723,231.902,260.873,399.69,242.322,433.336,372.15,266.807,231.039,429.084,331.822,300.829,464.873,520.372,545.63,458.617
1548,1547.207006,368.15,429.504,294.654,399.786,189.466,361.506,328.711,248.068,277.914,165.955,230.309,258.336,394.528,231.845,415.476,365.634,262.911,232.677,424.288,320.349,300.775,445.23,503.944,532.559,443.054
1549,1548.206494,360.626,424.171,291.979,397.404,188.793,353.62,321.951,242.184,277.163,164.729,231.253,246.457,379.927,225.408,416.164,357.131,248.715,221.948,425.025,311.347,297.903,442.18,499.908,512.825,431.275
1550,1549.205982,350.353,421.907,285.872,386.792,182.833,347.028,314.912,242.084,266.885,162.334,227.364,245.237,367.984,222.517,403.81,350.797,252.391,220.855,409.489,307.34,289.499,417.438,482.101,492.529,425.4
1551,1550.205469,354.846,411.236,281.797,373.721,178.418,338.917,312.097,234.771,260.789,159.151,223.491,239.007,367.019,215.616,395.246,343.09,250.483,221.143,398.165,302.436,287.587,407.808,472.814,489.763,420.291
1552,1551.204957,343.324,404.498,278.562,370.557,175.79,325.742,302.098,225.914,248.951,161.247,218.701,231.226,358.003,214.853,390.887,339.243,244.847,212.532,399.332,292.273,284.915,394.781,457.641,475.789,400.275
1553,1552.204445,341.491,404.34,272.125,357.823,174.113,327.986,298.263,224.514,249.165,155.836,222.29,238.57,345.764,213.616,376.601,326.986,239.068,212.308,395.696,291.674,284.035,384.393,454.398,464.863,394.855
1554,1553.203933,337.379,398.322,265.93,346.753,176.313,318.185,292.985,217.624,241.723,149.401,217.224,226.657,338.99,206.837,373.981,329.899,238.654,207.672,382.12,289.032,278.354,390.288,450.511,453.169,387.575
1555,1554.20342,335.976,384.411,262.115,343.151,172.249,308.629,282.4,215.996,242.385,154.805,220.909,228.374,329.767,209.16,358.907,326.837,240.818,204.756,385.563,284.72,278.16,369.96,437.981,443.702,374.984
1556,1555.202908,339.163,380.961,268.972,332.735,171.411,305.144,271.706,212.324,229.533,153.755,215.76,227.387,326.437,201.794,360.891,322.286,232.388,204.82,376.59,278.531,277.477,369.349,427.201,435.845,368.211
1557,1556.202396,329.252,375.678,260.684,328.196,172.468,306.97,270.631,213.818,232.182,148.534,216.239,223.48,327.153,195.828,354.482,319.65,231.578,205.012,382.016,273.552,271.99,360.036,424.819,420.978,364.629
1558,1557.201883,338.535,376.521,259.836,333.203,167.764,300.992,262.788,205.583,221.818,155.372,214.22,221.651,315.809,196.22,346.868,319.419,226.147,198.552,362.706,272.005,270.17,362.32,412.224,413.044,355.108
1559,1558.201371,327.476,372.557,260.267,328.547,169.235,302.148,261.341,200.933,223.469,149.172,210.23,215.816,311.927,193.025,334.609,319.274,221.644,201.402,353.37,271.116,271.835,358.664,402.227,401.456,341.084
1560,1559.200859,329.932,362.727,260.98,311.142,163.002,293.611,259.48,202.92,219.246,150.921,211.43,210.127,304.553,188.044,337.196,309.044,217.205,194.969,363.826,268.751,260.407,340.746,391.475,407.204,341.911
1561,1560.200347,325.89,361.286,255.268,297.38,160.055,297.227,254.061,202.098,213.885,146.225,208.755,207.668,298.572,194.746,333.566,315.694,214.849,192.447,346.403,268.386,258.018,340.517,385.687,391.671,335.54
1562,1561.199834,326.6,357.641,247.302,300.084,158.798,294.459,251.049,198.17,212.824,147.107,211.612,202.419,299.475,192.345,335.33,312.768,216.102,191.122,355.285,268.534,260.505,346.183,377.946,387.231,327.986
1563,1562.199322,328.756,353.717,245.807,297.913,159.843,291.026,250.641,193.592,215.334,147.227,206.879,204.986,290.994,188.025,328.547,310.912,211.893,193.039,351.625,264.46,252.687,342.343,371.63,379.884,328.931
1564,1563.19881,326.953,347.498,242.669,289.333,156.096,286.364,241.208,189.054,213.782,146.014,203.76,206.628,292.624,185.36,323.319,307.387,214.871,185.364,353.041,261.147,252.735,330.693,364.782,381.443,317.486
1565,1564.198298,321.585,343.188,245.967,284.812,152.898,288.124,235.184,190.774,208.381,145.729,212.33,206.036,288.756,186.28,310.012,304.911,216.02,187.826,346.766,257.637,255.458,334.923,357.949,378.409,320.306
1566,1565.197785,320.753,338.788,244.825,281.368,152.672,287.224,235.134,190.363,208.14,151.235,205.783,194.546,279.375,184.975,314.062,300.103,213.184,186.249,345.005,256.207,248.885,326.276,354.17,374.873,309.246
1567,1566.197273,327.072,331.173,244.796,276.97,152.314,282.341,229.988,189.058,205.667,142.338,203.112,195.905,282.519,181.49,302.8,302.506,211.466,184.981,344.949,251.734,254.559,327.677,346.312,371.189,305.131
1568,1567.196761,328.962,334.353,240.73,269.459,152.548,277.353,222.443,188.061,209.025,146.243,204.069,196.025,283.987,179.115,297.562,304.505,209.433,179.904,345.701,249.9,254.84,317.695,351.318,377.539,299.121
1569,1568.196248,322.675,324.15,241.601,273.535,149.493,277.522,222.278,185.606,204.179,143.284,203.757,192.76,280.32,181.137,291.83,306.1,211.33,179.682,337.996,249.718,253.745,316.219,343.164,361.531,293.807
1570,1569.195736,326.218,317.945,241.755,266.466,149.267,271.152,223.889,182.009,203.921,146.918,205.169,192.022,274.526,180.195,289.99,297.952,205.595,181.026,335.035,243.476,251.389,306.019,338.177,356.026,287.768
1571,1570.195224,327.635,317.505,239.303,266.934,148.891,273.21,222.511,182.033,195.655,147.83,205.768,192.323,281.767,172.138,285.243,296.236,204.039,180.38,339.409,242.626,258.011,302.958,335.658,353.128,282.312
1572,1571.194712,328.951,315.77,235.117,265.747,146.219,272.984,222.814,180.026,200.335,143.467,206.273,184.801,277.97,169.81,289.081,304.539,202.695,180.808,342.412,242.67,257.233,307.935,334.559,360.076,283.094
1573,1572.194199,321.37,306.214,231.206,260.101,147.123,273.381,217.797,181.465,197.785,140.22,201.476,188.167,269.055,172.173,281.148,298.652,201.793,172.194,338.343,235.825,254.999,314.329,325.026,346.943,282.656
1574,1573.193687,324.708,306.013,234.92,257.535,148.807,269.039,217.753,181.013,205.112,141.377,208.03,190.17,280.082,167.35,274.318,296.792,202.423,175.839,335.676,234.58,252.436,311.309,325.598,343.531,280.623
1575,1574.193175,322.139,308.212,226.35,252.404,146.296,269.411,212.821,174.226,199.887,143.662,205.226,185.692,269.999,168.057,271.825,296.235,198.664,178.038,333.671,227.07,260.084,307.464,316.652,346.05,271.924
1576,1575.192663,320.219,304.363,231.91,252.587,140.742,269.519,208.906,173.105,196.006,139.319,208.734,185.789,272.244,170.275,263.605,296.862,199.933,176.425,332.399,226.541,256.085,309.088,316.274,331.533,271.199
1577,1576.19215,325.588,304.251,234.631,248.244,141.05,265.785,204.296,171.518,200.395,145.571,208.552,180.808,270.803,163.288,258.711,296.966,202.021,172.521,334.754,229.217,255.697,296.215,311.637,331.322,261.336
1578,1577.191638,324.594,300.674,229.986,245.203,139.284,268.197,203.531,177.471,193.893,138.605,205.838,183.289,264.696,165.235,256.408,299.622,199.376,168.207,326.4,225.2,255.166,300.418,308.2,319.51,260.235
1579,1578.191126,320.217,297.151,231.244,247.162,136.923,266.968,203.594,172.635,201.005,142.623,203.582,183.693,270.128,162.422,254.921,298.108,203.538,166.269,336.57,230.166,250.489,293.64,307.041,326.725,253.86
1580,1579.190613,319.71,294.413,229.963,232.956,139.799,258.679,197.049,170.398,199.477,136.546,204.925,177.408,269.855,163.564,256.607,299.207,197.899,169.463,329.572,224.352,255.501,292.782,299.476,325.281,252.254
1581,1580.190101,323.19,295.697,228.504,241.88,140.027,263.125,198.086,168.525,192.302,139.307,205.525,181.066,264.491,164.432,250.224,296.376,200.94,165.647,324.509,226.436,244.969,296.072,300.193,319.301,254.291
1582,1581.189589,315.343,286.576,225.726,238.03,141.041,262.164,193.159,171.187,192.915,140.364,205.523,179.847,270.965,162.334,245.851,292.084,203.932,173.019,326.41,225.94,249.09,296.589,298.731,314.33,249.134
1583,1582.189077,314.208,292.659,226.576,244.504,138.973,262.636,191.092,170.922,191.362,139.492,207.578,178.133,262.534,162.695,249.697,295.287,199.826,167.905,328.261,222.708,253.835,287.581,297.255,315.202,250.121
1584,1583.188564,316.932,289.054,224.672,237.271,138.045,262.655,188.729,166.426,207.056,141.712,204.179,174.929,265.859,162.375,246.908,296.603,203.08,168.799,320.795,220.871,252.582,292.151,290.283,317.257,247.28
1585,1584.188052,302.992,288.658,220.311,230.974,139.187,261.41,187.622,170.795,193.866,135.547,203.877,177.866,258.533,159.754,244.302,300.24,203.297,167.777,322.36,217.745,250.878,280.996,294.853,312.152,240.664
1586,1585.18754,309.766,291.177,217.744,236.306,137.689,259.175,183.342,169.739,201.686,136.963,201.243,178.836,264.296,163.287,242.832,298.461,198.376,168.756,316.46,217.037,244.904,290.159,284.667,310.886,237.625
1587,1586.187028,302.516,288.322,219.771,231.378,135.484,255.789,178.976,167.575,188.32,141.559,201.42,176.808,263.528,159.564,241.979,304.331,202.897,174.579,318.321,215.216,247.73,295.542,282.427,312.776,238.728
1588,1587.186515,305.437,278.06,217.865,232.694,138.108,258.902,176.116,166.951,196.553,135.059,206.533,174.262,261.653,158.803,236.326,292.428,198.931,162.973,317.53,215.009,246.017,285.415,284.616,304.295,237.332
1589,1588.186003,310.099,282.657,218.836,229.615,134.018,259.873,178.472,162.641,199.299,134.991,206.319,177.557,259.044,161.669,236.237,294.725,201.602,165.841,310.057,211.906,244.231,285.252,276.788,305.535,234.451
1590,1589.185491,311.507,280.484,219.327,224.183,132.173,258.376,177.636,164.458,199.287,140.208,203.796,171.76,260.972,160.966,239.041,297.823,196.98,168.484,315.761,213.889,247.247,285.622,279.498,306.929,238.002
1591,1590.184979,311.395,280.78,222.913,228.775,135.191,259.505,172.619,166.411,199.794,136.068,203.819,173.123,250.919,156.685,238.398,291.938,197.405,163.944,320.962,214.915,247.679,286.9,274.768,304.838,237.233
1592,1591.184466,317.432,281.277,221.904,219.797,134.525,259.179,176.257,165.385,201.89,136.705,202.13,174.311,264.12,159.439,234.283,294.273,199.275,165.374,311.587,212.569,248.785,278.069,273.628,305.003,230.798
1593,1592.183954,314.61,276.738,222.519,222.642,140.072,257.996,174.743,164.271,197.838,135.056,201.644,174.969,257.273,157.312,227.822,303.402,199.179,164.307,319.48,217.384,244.986,287.867,271.376,302.147,233.598
1594,1593.183442,310.499,281.914,216.727,222.293,135.726,252.267,167.81,165.677,196.272,131.45,202.528,170.591,257.513,161.228,227.889,292.606,191.127,168.8,320.151,214.431,243.399,285.607,270.915,309.304,227.665
1595,1594.182929,319.444,279.627,218.356,223.871,136.126,256.26,166.454,162.512,197.475,133.999,204.505,173.177,261.43,157.758,231.284,297.728,194.194,165.29,314.787,214.628,243.131,288.236,266.458,297.001,233.33
1596,1595.182417,312.677,273.542,220.02,219.428,132.352,254.49,168.504,165.062,198.679,133.635,201.327,175.636,260.359,157.075,223.316,296.235,194.57,168.087,311.867,210.015,245.551,287.347,260.768,298.944,225.222
1597,1596.181905,312.511,275.982,218.589,224.604,134.369,251.645,161.906,166.118,197.49,130.132,204.965,169.999,261.809,157.961,225.649,294.756,192.351,162.067,315.317,213.638,246.129,279.554,266.893,290.037,219.779
1598,1597.181393,307.354,272.116,214.467,222.113,132.876,255.242,167.267,162.088,197.284,127.87,201.226,169.422,266.662,162.159,228.816,295.595,193.881,165.539,313.346,213.705,248.838,282.066,262.558,286.899,219.968
1599,1598.18088,310.751,274.165,212.005,222.692,132.847,250.105,163.21,161.783,206.375,132.194,204.356,172.062,259.258,157.754,215.978,294.84,195.699,172.242,319.906,213.69,243.735,284.392,261.232,288.473,219.514
1600,1599.180368,304.874,271.044,214.549,225.259,131.898,253.373,164.591,163.752,197.127,132.321,201.72,167.024,259.133,154.842,213.071,297.042,197.406,165.454,316.839,209.159,244.805,280.64,259.739,286.936,216.414
1601,1600.179856,310.541,275.118,209.213,219.28,132.732,248.972,162.75,162.679,199.578,130.897,204.123,163.559,264.432,161.047,219.414,296.244,195.729,166.783,316.745,209.429,247.804,278.849,263.348,289.922,216.891
1602,1601.179344,308.799,274.151,209.727,217.385,130.512,252.011,161.754,163.502,204.303,128.391,198.492,163.889,263.436,159.889,219.481,297.135,193.618,163.841,312.477,209.964,243.558,287.973,259.279,294.938,216.593
1603,1602.178831,307.816,270.183,208.865,215.796,134.514,254.676,163.444,164.428,201.182,124.001,204.862,165.213,265.775,157.962,209.789,297.556,193.413,166.772,317.267,211.321,246.098,279.221,252.506,288.75,219.46
1604,1603.178319,305.298,270.734,209.46,218.917,131.685,249.69,161.627,166.021,216.176,127.257,204.975,165.861,263.983,154.269,211.902,302.037,196.103,160.578,318.102,209.94,243.422,285.134,250.096,285.467,209.236
1605,1604.177807,305.439,272.341,212.041,216.458,129.206,247.213,162.7,163.524,203.041,133.834,203.584,163.196,267.348,157.459,213.847,298.592,195.289,163.316,313.819,208.071,243.757,290.262,254.22,291.795,212.663
1606,1605.177294,304.273,271.808,214.576,216.106,132.557,252.879,158.764,163.554,202.688,124.178,203.635,167.988,260.019,158.387,210.152,295.856,197.524,163.172,307.158,208.947,250.563,279.541,250.925,284.727,208.838
1607,1606.176782,302.285,273.401,212.244,218.008,131.253,252.66,160.648,165.905,204.715,127.884,202.36,163.356,275.196,157.991,215.564,297.226,193.158,164.726,312.002,208.673,249.008,276.102,253.556,289.995,211.169
1608,1607.17627,304.215,270.73,210.701,211.041,132.343,248.226,157.889,166.083,205.711,124.67,204.72,162.745,266.39,158.041,214.449,294.327,200.993,162.627,314.433,212.591,254.827,286.663,251.574,284.785,209.659
1609,1608.175758,303.49,272.265,211.901,209.795,132.171,253.113,158.529,164.258,206.374,126.546,203.189,165.138,271.057,162.148,214.033,293.931,189.534,168.145,310.828,211.172,246.899,288.745,248.151,279.905,205.153
1610,1609.175245,302.331,267.668,210.807,211.997,128.854,246.501,159.896,162.48,211.25,126.949,202.318,161.088,267.171,156.555,210.461,297.417,198.931,165.742,308.601,214.288,248.476,275.912,248.29,286.36,215.501
1611,1610.174733,305.63,267.285,211.202,213.586,130.182,250.392,157.528,161.999,208.746,122.095,204.851,162.335,267.828,157.91,206.672,299.24,195.059,167.602,304.179,210.022,250.511,285.113,248.169,280.657,209.576
1612,1611.174221,307.703,270.419,210.221,213.178,131.765,247.933,159.982,166.747,207.195,119.468,201.563,162.533,267.139,154.225,207.809,297.439,202.567,163.066,307.622,210.056,248.909,280.856,253.79,280.885,211.82
1613,1612.173709,308.362,266.9,204.496,215.877,129.622,247.376,162.563,163.167,209.889,119.574,208.968,164.238,265.38,157.081,210.55,301.841,202.499,162.055,311.966,212.056,250.936,286.555,251.073,281.99,210.465
1614,1613.173196,308.86,271.046,207.396,208.437,129.652,245.679,157.187,159.737,207.714,119.186,202.365,161.991,271.691,156.347,207.236,292.452,197.179,163.595,319.612,207.92,250.978,289.743,252.313,283.317,212.247
1615,1614.172684,310.392,263.141,205.224,213.355,130.577,254.663,157.477,162.619,205.321,121.455,208.895,162.686,265.861,154.362,204.878,296.732,201.33,159.52,312.421,208.997,255.556,283.342,251.655,279.253,209.292
1616,1615.172172,309.479,266.415,208.756,212.135,129.013,252.435,158.119,163.77,210.485,118.644,204.788,161.27,272.345,152.989,201.792,299.721,199.808,162.231,314.026,208.12,254.383,284.147,245.745,276.914,208.901
1617,1616.17166,307.273,268.22,208.973,208.013,133.305,247.456,156.098,164.754,204.331,119.011,203.813,166.287,271.658,153.204,200.295,299.686,198.283,160.269,314.423,208.755,253.175,282.981,246.755,271.846,207.602
1618,1617.171147,316.407,267.12,210.167,208.709,130.376,254.482,156.439,157.32,212.723,120.359,205.515,162.397,279.275,150.913,200.687,298.949,199.222,164.724,320.741,207.804,250.108,287.487,245.496,282.547,211.351
1619,1618.170635,316.629,267.086,212.814,208.689,129.847,248.775,156.22,167.097,217.183,120.721,205.193,162.74,268.548,155.979,197.111,297.309,194.53,170.738,317.124,210.262,249.887,289.112,249.775,283.887,209.436
1620,1619.170123,313.816,269.767,213.876,209.304,132.089,258.42,153.354,164.979,209.26,116.068,204.542,161.739,271.621,154.044,195.533,292.429,202.282,168.16,319.197,208.357,247.864,285.029,246.472,276.339,204.597
1621,1620.16961,313.009,265.574,213.704,203.105,132.953,250.21,153.263,167.604,212.516,117.637,199.93,158.193,270.111,155.952,193.947,299.503,200.42,163.509,318.954,206.57,249.705,290.705,242.223,277.261,207.26
1622,1621.169098,314.561,273.103,212.098,210.432,129.535,251.318,152.677,162.408,218.442,117.041,200.037,157.629,279.376,152.532,193.968,299.813,196.444,162.291,316.618,208.361,255.625,292.176,246.276,281.129,207.75
